"","Tijdstempel","Student","Geslacht","Leeftijd","Woonsituatie","Opleiding","Postcode","Waardering","Menselijk","Aangenaam","Persoonlijk","Non.Verbale.Comm","Betrokkenheid","Recensies","Populariteit","Bedrijf"
"413","30-4-2018 11:35:20","Ja","Man","18","Thuiswonend","HAVO",6913,7,7,7,7,7,7,7,7,"BOL"
"414","30-4-2018 11:36:43","Ja","Vrouw","17 of jonger","Thuiswonend","VMBO",6905,8,8,8,7,7,7,9,9,"BOL"
"415","30-4-2018 11:41:49","Ja","Vrouw","17 of jonger","Thuiswonend","VMBO",6921,7,6,8,6,7,7,8,8,"BOL"
"416","30-4-2018 11:43:18","Ja","Man","23+","Uitwonend","HAVO",6916,9,9,9,9,8,7,8,9,"BOL"
"417","30-4-2018 11:44:21","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"418","30-4-2018 11:51:44","Ja","Man","23+","Thuiswonend","MBO",NA,7,2,6,3,3,4,7,4,"BOL"
"419","30-4-2018 12:05:47","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"420","30-4-2018 12:06:38","Ja","Ik zie mijzelf niet als man of vrouw","23+","Uitwonend","VMBO",6933,10,10,10,10,10,10,10,10,"BOL"
"421","30-4-2018 12:33:03","Ja","Vrouw","18","Thuiswonend","HAVO",6922,8,6,7,8,7,8,8,8,"BOL"
"422","30-4-2018 12:38:23","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"423","30-4-2018 12:41:20","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"424","30-4-2018 12:45:55","Ja","Vrouw","18","Thuiswonend","VMBO",5328,8,8,8,9,9,8,9,9,"BOL"
"425","30-4-2018 13:29:24","Ja","Vrouw","19","Thuiswonend","VWO",1025,8,5,9,5,7,6,6,9,"BOL"
"426","30-4-2018 13:30:19","Ja","Man","23+","Thuiswonend","VMBO",6827,7,4,6,5,7,4,7,8,"BOL"
"427","30-4-2018 13:32:56","Ja","Man","21","Thuiswonend","MBO",6826,7,7,7,7,7,7,7,7,"BOL"
"428","30-4-2018 13:33:19","Ja","Man","23+","Uitwonend","HAVO",6932,6,6,7,6,6,7,8,8,"BOL"
"429","30-4-2018 13:35:13","Ja","Man","23+","Thuiswonend","HBO",6882,7,6,6,5,7,6,6,7,"BOL"
"430","30-4-2018 14:12:42","Ja","Vrouw","19","Thuiswonend","MBO",6981,8,8,8,8,8,9,10,9,"BOL"
"431","30-4-2018 15:56:29","Ja","Man","23+","Uitwonend","HBO",6836,9,6,8,6,8,6,8,8,"BOL"
"432","30-4-2018 16:10:30","Ja","Man","20","Thuiswonend","VWO",6843,8,7,8,9,8,8,10,10,"BOL"
"433","30-4-2018 16:31:10","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"434","30-4-2018 18:39:39","Ja","Man","18","Thuiswonend","HAVO",6987,8,4,6,7,8,3,7,8,"BOL"
"435","30-4-2018 20:19:17","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"436","30-4-2018 20:47:45","Ja","Vrouw","23+","Uitwonend","MBO",6921,8,7,7,7,8,7,7,8,"BOL"
"437","30-4-2018 21:04:39","Ja","Man","19","Thuiswonend","HAVO",7261,7,7,8,8,8,8,9,9,"BOL"
"438","30-4-2018 22:21:29","Ja","Ik zie mijzelf niet als man of vrouw","23+",NA,"HBO",6969,2,8,8,7,8,7,9,8,"BOL"
"439","30-4-2018 22:52:29","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"440","30-4-2018 23:22:36","Ja","Man","23+","Uitwonend","HAVO",6533,7,6,6,6,6,6,6,6,"BOL"
"441","1-5-2018 0:14:33","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"442","1-5-2018 0:14:44","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"443","1-5-2018 0:14:55","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"444","1-5-2018 0:36:19","Ja","Vrouw","20","Thuiswonend","MBO",6833,6,6,6,6,6,6,6,6,"BOL"
"445","1-5-2018 0:36:59","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"446","1-5-2018 0:37:41","Ja","Man","21","Thuiswonend","VMBO",3081,7,9,7,7,9,8,10,10,"BOL"
"447","1-5-2018 1:45:07","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",1025,5,5,10,5,5,5,8,7,"BOL"
"448","1-5-2018 14:13:12","Ja","Man","19","Uitwonend","VWO",6922,8,6,7,7,5,5,7,8,"BOL"
"449","1-5-2018 20:22:25","Ja","Vrouw","19","Thuiswonend","MBO",7041,7,5,6,7,9,5,9,9,"BOL"
"450","2-5-2018 12:19:52","Ja","Man","18","Thuiswonend","HAVO",7031,8,7,8,7,9,6,9,6,"BOL"
"451","2-5-2018 19:32:51","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",7327,5,7,7,8,8,8,7,6,"BOL"
"452","2-5-2018 19:51:32","Ja","Man","18","Thuiswonend","HAVO",7091,7,7,6,8,6,7,6,7,"BOL"
"453","2-5-2018 20:21:04","Ja","Man","23+","Uitwonend","MBO",7101,8,9,7,9,8,9,6,7,"BOL"
"454","9-5-2018 13:50:21","Ja","Man","19","Uitwonend","VWO",6746,5,7,6,6,3,4,4,8,"BOL"
"455","9-5-2018 13:50:53","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"456","9-5-2018 13:51:05","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"457","9-5-2018 13:51:45","Ja","Vrouw","21","Uitwonend","VMBO",NA,9,7,8,6,9,6,5,7,"BOL"
"458","9-5-2018 13:56:28","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"459","16-5-2018 13:57:51","Ja","Man","20","Thuiswonend","MBO",2525,7,6,6,7,7,7,6,8,"BOL"
"460","23-5-2018 12:17:11","Ja","Man","22","Thuiswonend","HAVO",6481,8,7,7,8,7,8,6,7,"BOL"
"461","23-5-2018 12:18:55","Ja","Man","20","Thuiswonend","VWO",6921,8,6,8,7,9,8,5,7,"BOL"
"462","23-5-2018 15:17:52","Ja","Man","18","Uitwonend","VWO",6830,5,5,5,5,6,6,7,6,"BOL"
"463","23-5-2018 15:17:57","Ja","Man","22","Thuiswonend","VWO",6822,8,7,8,6,6,6,8,8,"BOL"
"464","23-5-2018 15:18:31","Ja","Vrouw","20","Uitwonend","VMBO",6825,3,7,6,8,7,4,7,7,"BOL"
"465","23-5-2018 15:18:52","Ja","Man","23+","Thuiswonend","VWO",6822,7,5,7,6,6,8,8,7,"BOL"
"466","23-5-2018 15:19:03","Ja","Man","17 of jonger","Thuiswonend","MBO",6824,5,8,2,8,7,7,6,6,"BOL"
"467","23-5-2018 15:19:24","Ja","Man","19","Uitwonend","VWO",6841,7,6,6,6,7,7,6,6,"BOL"
"468","23-5-2018 15:21:01","Ja","Man","17 of jonger","Thuiswonend","VMBO",2833,10,10,10,10,5,4,5,10,"BOL"
"469","23-5-2018 15:26:21","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"470","23-5-2018 15:28:18","Ja","Vrouw","22","Thuiswonend","MBO",6826,5,5,4,4,7,7,7,8,"BOL"
"471","23-5-2018 15:28:59","Ja","Vrouw","20","Thuiswonend","HBO",1026,8,8,8,7,7,8,8,8,"BOL"
"472","23-5-2018 15:29:22","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"473","23-5-2018 15:29:46","Ja","Vrouw","22","Thuiswonend","VWO",1028,8,8,8,8,8,8,8,8,"BOL"
"474","23-5-2018 15:29:52","Ja","Vrouw","18","Thuiswonend","VWO",1034,8,6,6,7,7,7,8,9,"BOL"
"475","23-5-2018 15:30:02","Ja","Vrouw","19","Thuiswonend","VMBO",1024,7,9,8,9,1,10,5,10,"BOL"
"476","23-5-2018 15:30:27","Ja","Man","18","Thuiswonend","VMBO",6921,8,7,8,8,6,8,8,7,"BOL"
"477","23-5-2018 15:30:40","Ja","Man","18","Thuiswonend","VMBO",6921,8,7,7,6,8,6,8,10,"BOL"
"478","23-5-2018 15:30:57","Ja","Man","18","Thuiswonend","HAVO",6922,7,4,7,4,4,8,7,6,"BOL"
"479","23-5-2018 15:31:08","Ja","Man","18","Thuiswonend","VMBO",6921,8,5,6,3,6,4,7,8,"BOL"
"480","23-5-2018 15:32:12","Ja","Man","18","Thuiswonend","HAVO",6921,8,5,8,6,9,7,9,10,"BOL"
"481","23-5-2018 15:32:36","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"482","23-5-2018 15:33:06","Ja","Man","18","Thuiswonend","HAVO",6922,9,6,7,6,6,6,8,9,"BOL"
"483","23-5-2018 15:33:30","Ja","Vrouw","19","Thuiswonend","VWO",1025,8,8,8,6,7,7,7,8,"BOL"
"484","23-5-2018 15:34:36","Ja","Vrouw","17 of jonger","Thuiswonend","VWO",1025,8,7,8,5,6,6,7,7,"BOL"
"485","23-5-2018 15:36:17","Ja","Man","18","Thuiswonend","HAVO",6922,8,6,7,6,8,6,9,8,"BOL"
"486","23-5-2018 15:38:51","Ja","Vrouw","19","Thuiswonend","MBO",1025,8,7,7,8,7,8,8,8,"BOL"
"487","23-5-2018 15:44:05","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOL"
"488","23-5-2018 15:44:22","Ja","Vrouw","19","Thuiswonend","MBO",1135,9,5,6,1,4,5,6,6,"BOL"
"489","23-5-2018 15:45:06","Ja","Vrouw","18","Thuiswonend","VWO",1021,7,7,7,5,4,5,6,8,"BOL"
"490","23-5-2018 15:49:38","Ja","Vrouw","20","Thuiswonend","VMBO",NA,8,8,8,9,8,8,6,6,"BOL"
"491","23-5-2018 15:54:29","Ja","Man","17 of jonger","Thuiswonend","MBO",6921,9,9,9,10,8,8,8,10,"BOL"
"492","23-5-2018 17:07:12","Ja","Ik zie mijzelf niet als man of vrouw","19","Thuiswonend","MBO",1023,7,5,5,7,6,6,6,6,NA
"493","9-5-2018 13:41:46","Ja","Man","18","Thuiswonend","HAVO",6916,8,9,8,8,7,7,8,8,"Media Markt"
"494","9-5-2018 13:43:11","Ja","Man","18","Thuiswonend","HAVO",6922,9,6,7,6,7,8,9,8,"Media Markt"
"495","9-5-2018 13:50:00","Ja","Man","19","Thuiswonend","HAVO",6862,9,8,8,7,9,6,9,9,"Media Markt"
"496","9-5-2018 13:50:48","Ja","Man","21","Thuiswonend","HAVO",6853,7,6,8,7,9,7,9,9,"Media Markt"
"497","9-5-2018 13:52:01","Ja","Man","20","Thuiswonend","VWO",6843,8,8,7,8,10,6,10,10,"Media Markt"
"498","9-5-2018 13:53:10","Ja","Man","23+","Thuiswonend","MBO",3904,7,7,7,7,7,7,7,7,"Media Markt"
"499","9-5-2018 14:22:26","Ja","Vrouw","20","Thuiswonend","MBO",6833,7,7,7,7,7,7,7,7,"Media Markt"
"500","9-5-2018 14:28:27","Ja","Vrouw","20","Thuiswonend","MBO",7002,7,7,7,7,7,6,7,8,"Media Markt"
"501","9-5-2018 14:30:04","Ja","Vrouw","21","Thuiswonend","MBO",6931,6,2,5,4,5,6,2,6,"Media Markt"
"502","9-5-2018 14:42:06","Ja","Vrouw","18","Thuiswonend","VMBO",6833,9,7,7,5,6,8,7,7,"Media Markt"
"503","9-5-2018 14:45:20","Ja","Vrouw","21","Thuiswonend","MBO",7206,8,8,8,8,8,7,6,9,"Media Markt"
"504","9-5-2018 14:46:03","Ja","Ik zie mijzelf niet als man of vrouw","20","Uitwonend","HBO",7205,9,5,10,7,9,8,3,7,"Media Markt"
"505","9-5-2018 14:46:10","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"506","9-5-2018 14:47:31","Ja","Man","17 of jonger","Thuiswonend","VMBO",8918,6,4,5,3,9,5,4,8,"Media Markt"
"507","9-5-2018 14:47:35","Ja","Man","23+","Uitwonend","MBO",6511,7,5,7,4,9,6,1,7,"Media Markt"
"508","9-5-2018 14:48:26","Ja","Vrouw","17 of jonger","Thuiswonend","VMBO",3521,10,7,9,8,9,7,6,7,"Media Markt"
"509","9-5-2018 14:48:52","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"510","9-5-2018 14:49:23","Ja","Vrouw","21","Thuiswonend","VWO",6832,7,4,6,5,5,3,7,7,"Media Markt"
"511","9-5-2018 14:50:15","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"512","9-5-2018 14:58:53","Ja","Vrouw","21","Thuiswonend","MBO",6841,6,6,7,6,7,5,6,8,"Media Markt"
"513","9-5-2018 15:09:51","Ja","Vrouw","17 of jonger","Thuiswonend","VMBO",6856,10,10,10,10,10,10,10,10,"Media Markt"
"514","9-5-2018 15:16:15","Ja","Vrouw","21","Uitwonend","VMBO",6865,6,5,6,3,7,3,8,8,"Media Markt"
"515","9-5-2018 15:31:02","Ja","Vrouw","22","Thuiswonend","MBO",6841,8,5,7,6,9,6,6,8,"Media Markt"
"516","9-5-2018 15:35:55","Ja","Vrouw","22","Thuiswonend","HAVO",6834,8,6,7,5,8,6,8,9,"Media Markt"
"517","9-5-2018 15:37:12","Ja","Vrouw","21","Uitwonend","MBO",NA,7,7,7,7,7,7,7,7,"Media Markt"
"518","9-5-2018 15:42:22","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"519","9-5-2018 15:43:16","Ja","Vrouw","17 of jonger","Thuiswonend","HAVO",6835,7,3,3,2,2,2,6,8,"Media Markt"
"520","9-5-2018 16:03:02","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"521","9-5-2018 16:35:00","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"522","9-5-2018 16:47:45","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"523","9-5-2018 17:04:13","Ja","Man","18","Thuiswonend","VMBO",6671,6,6,6,6,8,6,6,9,"Media Markt"
"524","9-5-2018 17:13:12","Ja","Vrouw","21","Uitwonend","HAVO",6666,8,8,9,8,9,6,9,9,"Media Markt"
"525","9-5-2018 18:31:50","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"526","9-5-2018 19:05:51","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"527","9-5-2018 19:26:08","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"528","9-5-2018 19:27:12","Ja","Vrouw","18","Thuiswonend","VWO",6828,5,4,4,4,3,2,3,3,"Media Markt"
"529","9-5-2018 21:05:52","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"530","9-5-2018 21:27:31","Ja","Man","23+","Uitwonend","MBO",2802,8,6,8,6,7,3,8,9,"Media Markt"
"531","9-5-2018 21:51:22","Ja","Vrouw","17 of jonger","Thuiswonend","VMBO",NA,10,1,10,4,5,8,6,3,"Media Markt"
"532","9-5-2018 22:04:15","Ja","Man","18","Thuiswonend","VMBO",6832,7,8,8,10,9,9,4,7,"Media Markt"
"533","9-5-2018 23:41:27","Ja","Vrouw","20","Thuiswonend","MBO",7322,7,7,7,7,7,7,7,7,"Media Markt"
"534","9-5-2018 23:55:14","Ja","Man","17 of jonger","Thuiswonend","MBO",6832,6,10,7,7,8,8,10,10,"Media Markt"
"535","10-5-2018 1:05:33","Ja","Vrouw","22","Thuiswonend","MBO",6832,9,8,8,9,9,9,9,9,"Media Markt"
"536","10-5-2018 10:11:04","Ja","Vrouw","20","Thuiswonend","MBO",7002,7,7,7,7,7,6,7,8,"Media Markt"
"537","10-5-2018 11:41:33","Ja","Vrouw","20","Thuiswonend","MBO",7002,7,7,7,7,7,6,7,8,"Media Markt"
"538","11-5-2018 15:34:44","Ja","Vrouw","20","Uitwonend","HAVO",6922,7,5,7,7,8,5,4,4,"Media Markt"
"539","23-5-2018 14:46:16","Ja","Man","18","Thuiswonend","HAVO",6943,7,8,7,6,9,8,9,8,"Media Markt"
"540","23-5-2018 14:47:21","Ja","Vrouw","18","Thuiswonend","HAVO",7202,7,7,7,6,8,6,8,8,"Media Markt"
"541","23-5-2018 14:48:14","Ja","Vrouw","21","Thuiswonend","VMBO",7311,7,8,8,7,8,7,8,7,"Media Markt"
"542","23-5-2018 14:49:28","Ja","Vrouw","20","Thuiswonend","MBO",5305,8,7,8,7,8,7,9,8,"Media Markt"
"543","23-5-2018 14:50:25","Ja","Vrouw","22","Thuiswonend","MBO",6921,7,7,7,7,9,6,8,7,"Media Markt"
"544","23-5-2018 15:04:33","Ja","Vrouw","20","Thuiswonend","MBO",7041,5,5,5,5,7,5,5,7,"Media Markt"
"545","23-5-2018 15:18:23","Ja","Man","20","Thuiswonend","HAVO",6891,9,8,8,8,8,8,8,8,"Media Markt"
"546","23-5-2018 15:18:50","Ja","Vrouw","20",NA,"HAVO",6812,8,8,9,8,9,9,9,7,"Media Markt"
"547","23-5-2018 15:19:24","Ja","Man","23+","Thuiswonend","HBO",6891,6,6,6,6,6,7,6,6,"Media Markt"
"548","23-5-2018 15:20:18","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"549","23-5-2018 15:20:28","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"550","23-5-2018 15:21:10","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"551","23-5-2018 15:21:16","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"552","23-5-2018 15:21:39","Ja","Vrouw","21","Thuiswonend","MBO",0,8,8,6,7,8,7,7,7,"Media Markt"
"553","23-5-2018 15:23:25","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"554","23-5-2018 15:23:49","Ja","Vrouw","20","Uitwonend","VWO",6811,7,7,8,8,7,7,8,8,"Media Markt"
"555","23-5-2018 15:24:09","Ja","Vrouw","21","Thuiswonend","VWO",6832,6,6,8,8,7,8,8,8,"Media Markt"
"556","23-5-2018 15:24:18","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"557","23-5-2018 15:24:44","Ja","Man","23+","Uitwonend","HBO",6811,8,8,7,6,8,8,7,7,"Media Markt"
"558","23-5-2018 15:25:15","Ja","Man","20","Thuiswonend","MBO",6812,7,8,7,8,7,7,7,7,"Media Markt"
"559","23-5-2018 15:25:45","Ja","Man","20","Thuiswonend","HBO",6805,8,7,7,8,7,8,7,8,"Media Markt"
"560","23-5-2018 15:25:55","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"561","23-5-2018 15:26:02","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"562","23-5-2018 15:26:08","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"563","23-5-2018 15:27:18","Ja","Man","21","Thuiswonend","VWO",6814,9,7,8,6,7,7,2,4,"Media Markt"
"564","23-5-2018 15:27:25","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"565","23-5-2018 15:27:52","Ja","Man","21","Thuiswonend","HAVO",6814,6,5,7,6,5,8,6,7,"Media Markt"
"566","23-5-2018 15:28:17","Ja","Man","22","Thuiswonend","HAVO",6828,9,8,8,8,9,9,9,8,"Media Markt"
"567","23-5-2018 15:28:24","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"568","23-5-2018 15:30:02","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"569","23-5-2018 15:30:08","Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media Markt"
"570","23-5-2018 15:31:00","Ja","Man","18","Thuiswonend","HAVO",7091,6,8,7,8,6,8,7,8,"Media Markt"
"571","23-5-2018 15:31:39","Ja","Vrouw","17 of jonger","Uitwonend","VMBO",6867,8,7,8,7,8,8,8,7,"Media Markt"
"572","23-5-2018 15:32:22","Ja","Man","20","Thuiswonend","VWO",6849,7,9,8,8,7,8,8,8,"Media Markt"
"573","23-5-2018 15:34:19","Ja","Man","20","Thuiswonend","HAVO",6883,8,8,7,9,9,8,8,9,"Media Markt"
"574","23-5-2018 15:37:16","Ja","Man","18","Thuiswonend","HAVO",7031,8,6,7,8,9,8,8,7,"Media Markt"
